  100.  0.000245742965  0.0287009254
  105.13829  0.00190278783  0.0280618481
  110.540604  0.00337534002  0.0272448976
  116.220497  0.00480165239  0.0264514852
  122.192253  0.00643175887  0.0256813914
  128.47084  0.00858606305  0.0239459984
  135.072037  0.00962431449  0.021759646
  142.012436  0.0102301175  0.0197729133
  149.309464  0.0106376866  0.0179675855
  156.981415  0.0109042414  0.0161524117
  165.047577  0.0109474342  0.0144882519
  173.528198  0.0109372465  0.012995569
  182.44458  0.0110893482  0.0114007331
  191.819107  0.0107528269  0.00969197322
  201.675339  0.0102174375  0.00823839474
  212.037994  0.00958568137  0.00699280668
  222.933121  0.00889181811  0.00593977515
  234.388092  0.00820541847  0.00511574885
  246.43161  0.00759073626  0.00441485364
  259.093994  0.00702638412  0.00380996568
  272.407013  0.0065345848  0.00325281476
  286.404053  0.00601557503  0.0027268352
  301.120331  0.00550444098  0.00228590192
  316.592773  0.00501859887  0.00191626919
  332.860229  0.00456331531  0.00160640804
  349.963562  0.00413938751  0.00134664972
  367.945709  0.00374405878  0.00113555684
  386.851837  0.00339086074  0.000963955012
  406.729401  0.00307223061  0.000818289525
  427.628326  0.00278442819  0.000694633403
  449.601135  0.00252510258  0.000585961854
  472.702942  0.00228583626  0.000492330582
  496.991791  0.0020678998  0.000413534843
  522.528687  0.00186965696  0.000346288842
  549.377747  0.00168922613  0.000290003518
  577.606323  0.00152591197  0.000242052774
  607.285461  0.00137719139  0.000201522154
  638.489502  0.00124253496  0.000167579696
  671.296997  0.00111973705  0.000138415257
  705.790161  0.00100845331  0.000115808522
  742.055725  0.000908751856  9.6360156E-05
  780.184692  0.000818472181  8.00770213E-05
  820.272827  0.000736843853  6.64412E-05
  862.420837  0.000663043116  5.51147168E-05
  906.734558  0.000596340396  4.57038768E-05
  953.325256  0.000536042324  3.78898003E-05
  1002.30988  0.000481476309  3.14106073E-05
  1053.8114  0.000432110101  2.6095744E-05
  1107.95935  0.000387348729  2.16133049E-05
  1164.88953  0.00034661495  1.7900873E-05
  1224.74487  0.000309381692  1.48258814E-05
  1287.6759  0.000275057886  1.22997881E-05
  1353.84045  0.000242910552  1.02183485E-05
  1423.40466  0.00021154467  8.48938816E-06
  1496.54346  0.00017639788  7.04002241E-06
  1573.44006  0.000127933105  6.90862798E-05
  1654.28809  0.000158558221  5.83726869E-05
  1739.29028  0.000155491216  4.92900072E-05
  1828.66003  0.000147352504  4.14215283E-05
  1922.62195  0.000137495808  3.47854075E-05
  2021.41174  0.000127228996  2.92297664E-05
  2125.27783  0.000117127318  2.44668245E-05
  2234.48071  0.000107365922  2.04435692E-05
  2349.29492  9.81216945E-05  1.7057655E-05
  2470.00854  8.94673867E-05  1.42138979E-05
  2596.92456  8.14287778E-05  1.18297594E-05
  2730.36206  7.40064424E-05  9.83487189E-06
  2870.65625  6.71820453E-05  8.16789179E-06
  3018.15894  6.09293857E-05  6.77710477E-06
  3173.24072  5.52163656E-05  5.61818979E-06
  3336.29102  5.00073875E-05  4.65360426E-06
  3507.71948  4.5266519E-05  3.85178373E-06
  3687.9563  4.09582135E-05  3.18579782E-06
  3877.4541  3.7047459E-05  2.63325728E-06
  4076.68872  3.35011755E-05  2.1751971E-06
  4286.16113  3.02877779E-05  1.79578012E-06
  4506.39648  2.73780406E-05  1.48173899E-06
  4737.94824  2.47445914E-05  1.22196957E-06
  4981.39746  2.23623847E-05  1.00725515E-06
  5237.35645  2.0208041E-05  8.29882708E-07
  5506.46729  1.82603762E-05  6.83463327E-07
  5789.40527  1.64999456E-05  5.62653042E-07
  6086.88184  1.4909142E-05  4.63011389E-07
  6399.64355  1.34716402E-05  3.808683E-07
  6728.47607  1.21728899E-05  3.13192487E-07
  7074.2041  1.09996035E-05  2.57457003E-07
  7437.69775  9.93970934E-06  2.11572669E-07
  7819.86865  8.98216513E-06  1.73812651E-07
  8221.67578  8.11717837E-06  1.42752384E-07
  8644.12891  7.33574143E-06  1.17208025E-07
  9088.29004  6.62985121E-06  9.62109468E-08
  9555.27246  5.99210034E-06  7.89571004E-08
  10046.25  5.41594181E-06  6.47834142E-08
  10562.4561  4.89541799E-06  5.31408446E-08
  11105.1855  4.42507644E-06  4.35818635E-08
  11675.8027  4.00011368E-06  3.5735642E-08
  12275.7393  3.61611296E-06  2.92975884E-08
  12906.502  3.26908639E-06  2.4016499E-08
  13569.6758  2.95549535E-06  1.96853627E-08
  14266.9248  2.67207133E-06  1.61344023E-08
  15000.002  2.41591874E-06  1.32238567E-08
